scenario,strategy,seed,samples,avg_offered_load_mbps,avg_accepted_load_mbps,avg_capacity_mbps,avg_goodput_mbps,avg_queue,final_capacity_mbps,final_goodput_mbps,final_queue,final_blocked_rate,final_blocked_queue_cap_rate,final_blocked_timeout_rate,final_utilization,final_fairness,avg_utilization,avg_fairness,avg_acceptance_rate,avg_service_rate,final_mean_served_delay_s,final_p95_served_delay_s,final_mean_timeout_delay_s
baseline_both,proportional_fair,47,600,776.7866375396233,633.5270832883261,157.63522220919623,157.5447823209172,59.755,160.72737838114872,160.72737838114872,60,0.7798663324979115,0.1846282372598162,0.5952380952380952,1.0,0.7970583157393395,0.9995833333333334,0.8159866106536158,0.814827505047656,0.1820406453830546,15.443254817987151,20.0,20.0
baseline_both,proportional_fair,48,600,786.1313096884865,638.4296554255016,157.79985885639968,157.75744291851217,60.33,165.21506803438248,165.21506803438245,58,0.7877164056059357,0.1966199505358615,0.5910964550700742,1.0,0.8794728720158711,0.9975,0.8170012196840883,0.8178384336726806,0.18807297059894953,15.894967177242888,20.0,20.0
baseline_both,proportional_fair,49,600,743.3465389769656,602.4746327433847,156.98177445800252,156.747247514024,59.72,154.9008007069772,154.9008007069772,65,0.7678571428571429,0.18480066445182725,0.5830564784053156,1.0,0.8002819296264269,0.99875,0.8320713182798365,0.8385991903293304,0.22778024295214125,15.279352226720647,20.0,20.0
baseline_both,proportional_fair,50,600,778.7999490711376,631.4508299725902,157.9220788711997,157.82533747522055,59.68,161.78301372420245,161.78301372420242,58,0.7795146030440148,0.1958041958041958,0.583710407239819,1.0,0.7524403137457936,0.9983333333333333,0.8221905772915238,0.8242502057685195,0.21013421948000843,15.242677824267782,20.0,20.0
baseline_both,proportional_fair,51,600,770.4303003527792,610.7375803712802,158.16920455152524,158.11473067190963,59.47,156.18309753033637,156.18309753033637,55,0.7794177941779418,0.2009020090200902,0.5785157851578516,1.0,0.7667897375553624,0.9989583333333333,0.8221057052691458,0.8230200839405664,0.21159632995998218,15.306418219461698,20.0,20.0
baseline_both,round_robin,42,600,766.2760178948384,615.7665363924406,152.12835347082333,151.69547020939945,58.21666666666667,150.42533021983195,150.42533021983198,72,0.7648535564853557,0.18619246861924685,0.5786610878661088,1.0,0.9429411864269189,0.99625,0.9483659453766053,0.8295505731267515,0.1999985920064252,14.230612244897959,20.0,20.0
baseline_both,round_robin,43,600,759.8008368706072,600.2377442266736,153.06575010155458,152.71853766323238,58.666666666666664,153.57053018346738,153.5705301834674,62,0.7713241267262388,0.20796100731112915,0.5633631194151096,1.0,0.9647761146471019,0.9985416666666667,0.9486417473674783,0.8047047867523697,0.20323507182809525,14.70059880239521,20.0,20.0
baseline_both,round_robin,44,600,764.4133077715236,618.7364518774434,153.22728618548675,152.6968130674806,58.435,153.8588202669597,153.8588202669597,59,0.780016447368421,0.19613486842105263,0.5838815789473685,1.0,0.9663380829026595,0.9989583333333333,0.9496506109515253,0.8190188907044533,0.2185725247767225,13.67436974789916,20.0,20.0
baseline_both,round_robin,45,600,787.1612102454801,627.5466653520824,153.2248895816473,152.73814640789266,58.38333333333333,150.42533021983195,150.42533021983198,62,0.7680623973727422,0.19950738916256158,0.5685550082101807,1.0,0.9429411864269189,0.9985416666666667,0.9478059992218808,0.8127675776560951,0.22757687823668873,14.16699801192843,20.0,20.0
baseline_both,round_robin,46,600,752.7792334683929,610.1044385728998,153.3908684525272,153.00563117849913,57.35666666666667,154.13935281749914,154.13935281749914,61,0.7776349614395887,0.18594687232219365,0.591688089117395,1.0,0.9684337084168231,0.9985416666666667,0.9499940249808706,0.8180127517911442,0.2021864295313584,14.692139737991265,20.0,20.0
baseline_both,round_robin,47,600,776.7866375396233,625.5524877916517,152.64366178252962,152.349022250869,58.693333333333335,154.42363689027405,154.42363689027405,60,0.7911445279866333,0.19172932330827067,0.5994152046783626,1.0,0.9719181052539838,0.9995833333333334,0.9468749539840386,0.8073932486011836,0.1745817005853336,14.397727272727273,20.0,20.0
baseline_both,round_robin,48,600,786.1313096884865,627.7300349742538,152.51170034532655,152.1190606441921,59.44833333333333,157.02827692756216,157.02827692756216,55,0.8017312448474856,0.20032976092333057,0.6014014839241549,1.0,0.9700817157946467,0.9975,0.9489754838561447,0.8121419495979013,0.17110810732199308,14.673708920187794,20.0,20.0
