time,offered_load_mbps,accepted_load_mbps,capacity_sum_mbps,goodput_sum_mbps,served_step_mb,queue_sum,blocked_rate,blocked_queue_cap_rate,blocked_timeout_rate,utilization,fairness
200.0,539.7625887944441,539.7625887944441,150.1960250666696,150.19602506666962,18.774503133333702,61,0.7313432835820896,0.1691542288557214,0.5621890547263682,1.0,0.9373662175554109
201.0,95.84025908048163,95.84025908048163,149.33244595203018,149.33244595203018,18.666555744003773,56,0.7354037267080745,0.168944099378882,0.5664596273291925,1.0,0.9504706340387137
202.0,1231.895899797228,313.03262289126945,148.76303103825433,148.76303103825433,18.59537887978179,59,0.7333333333333333,0.17037037037037037,0.562962962962963,1.0,0.9570072332273278
203.0,133.66982377754562,133.66982377754562,149.57404090266203,149.574040902662,18.69675511283275,60,0.7327586206896551,0.16995073891625614,0.562807881773399,1.0,0.9483872003486519
204.0,911.4258351280141,911.4258351280141,149.01228377143238,149.0122837714324,18.62653547142905,65,0.7273838630806846,0.1687041564792176,0.558679706601467,1.0,0.9538496420685301
205.0,1388.0334649721801,1388.0334649721801,149.92248325153685,149.92248325153687,18.74031040644211,69,0.7248484848484849,0.16727272727272727,0.5575757575757576,1.0,0.9448258100968464
206.0,508.6695842403194,201.3500647930249,149.78316414787201,149.78316414787201,18.722895518484002,67,0.7267230955259976,0.16807738814993953,0.558645707376058,1.0,0.9455704644964755
207.0,30.215490558463937,30.215490558463937,152.03946276374234,152.0394627637423,19.00493284546779,64,0.7294685990338164,0.1678743961352657,0.5615942028985508,1.0,0.9665263161015708
208.0,292.89109899531604,292.89109899531604,152.55678445848602,152.55678445848602,19.069598057310753,65,0.7289156626506024,0.1674698795180723,0.5614457831325301,1.0,0.9610972603053272
209.0,1675.14462245068,1675.14462245068,154.158501262912,154.15850126291204,19.269812657864005,65,0.7284688995215312,0.16626794258373206,0.562200956937799,1.0,0.943012431520463
210.0,381.4274049655012,328.86045183799155,151.97597656911122,151.9759765691112,18.9969970711389,67,0.7283511269276394,0.16725978647686832,0.561091340450771,1.0,0.9712362886366639
211.0,2465.0916381683805,1016.1845432707312,154.86544538798185,154.86544538798185,19.35818067349773,69,0.7288732394366197,0.17018779342723006,0.5586854460093896,1.0,0.9384180894076253
212.0,409.29098976406306,409.29098976406306,152.01651146753053,152.0165114675305,19.002063933441313,68,0.7295081967213115,0.16978922716627634,0.5597189695550351,1.0,0.972781498719515
213.0,919.5878031392913,486.77626257547774,155.2166918043606,155.2166918043606,19.402086475545076,70,0.7287543655413271,0.17112922002328287,0.5576251455180442,1.0,0.9367015971803611
214.0,31.732497235648957,31.732497235648957,152.68482078501884,152.68482078501884,19.085602598127355,65,0.7337209302325581,0.17093023255813952,0.5627906976744186,1.0,0.9671075227496064
215.0,216.09736968285668,183.70586537196118,155.20099074764667,155.20099074764667,19.400123843455834,67,0.7329479768786127,0.17109826589595376,0.561849710982659,1.0,0.9380917186764307
216.0,8.0,8.0,153.1697952639183,153.16979526391827,19.146224407989784,63,0.7367205542725174,0.17090069284064666,0.5658198614318707,1.0,0.9643878408492981
217.0,813.1605493827108,741.1733571639752,150.9528885414052,150.9528885414052,18.86911106767565,61,0.7376861397479955,0.1718213058419244,0.565864833906071,1.0,0.9379207725563752
218.0,922.895749873891,102.24334604430129,150.0849089488542,147.2982438710818,18.412280483885226,57,0.7420091324200914,0.1735159817351598,0.5684931506849316,1.0,0.9518074863791149
219.0,199.28725986594623,126.70294846301707,155.9241786803506,154.09229427527296,19.26153678440912,55,0.7437357630979499,0.17425968109339407,0.5694760820045558,1.0,0.9540264886163239
220.0,254.95227898220898,91.50113858421165,158.8876094766405,158.88760947664048,19.86095118458006,51,0.7477272727272727,0.175,0.5727272727272728,1.0,0.974461761450392
221.0,516.7696798758009,301.00500757544216,159.2953332009437,159.2953332009437,19.911916650117963,53,0.7457627118644068,0.1751412429378531,0.5706214689265536,1.0,0.9718699814946978
222.0,788.5577822616335,692.6010467710391,156.29452499520622,156.29452499520625,19.53681562440078,57,0.7427293064876958,0.1756152125279642,0.5671140939597316,1.0,0.9450145937125541
223.0,209.72860081606106,209.72860081606106,155.0389176515451,152.12861815347048,19.01607726918381,58,0.7416481069042317,0.17483296213808464,0.566815144766147,1.0,0.9599541634549531
224.0,16.738467354978305,16.738467354978305,159.8020419594099,159.8020419594099,19.975255244926238,53,0.7455555555555555,0.17444444444444446,0.5711111111111111,1.0,0.9673910539286178
225.0,508.0143346303171,396.54089139404346,159.6786877558279,159.6786877558279,19.959835969478487,52,0.7469613259668508,0.17458563535911603,0.5723756906077349,1.0,0.9689272225468691
226.0,581.0551737171643,581.0551737171643,159.46553723308452,159.46553723308452,19.933192154135565,53,0.7464167585446527,0.17420066152149946,0.5722160970231532,1.0,0.970626712080275
227.0,793.8609964665568,588.0859763442159,159.72355695593666,159.72355695593666,19.965444619492082,56,0.7442371020856202,0.17453347969264543,0.5697036223929748,1.0,0.9682315103321154
228.0,260.64068756982357,260.64068756982357,155.83965119868887,155.83965119868887,19.47995639983611,57,0.7439824945295405,0.1739606126914661,0.5700218818380745,1.0,0.9488670283686598
229.0,141.40007389816827,141.40007389816827,154.9956523493023,154.9956523493023,19.374456543662788,52,0.7475409836065574,0.1737704918032787,0.5737704918032787,1.0,0.9597017079223606
230.0,1050.9936825369757,1050.9936825369757,156.15082688599912,156.15082688599912,19.51885336074989,50,0.7475516866158868,0.17301414581066377,0.5745375408052231,1.0,0.9441779047154241
231.0,479.4250650472601,196.97056878118562,155.53606360164767,155.53606360164764,19.442007950205955,49,0.7497291440953413,0.1733477789815818,0.5763813651137595,1.0,0.9488421321043228
232.0,2433.081831030018,2433.081831030018,155.69454563363243,155.69454563363243,19.461818204204054,56,0.7443609022556391,0.17185821697099893,0.5725026852846402,1.0,0.9501729505891575
233.0,1589.0621513997144,1589.0621513997144,154.26684870322873,154.26684870322873,19.28335608790359,56,0.7451820128479657,0.17130620985010706,0.5738758029978587,1.0,0.9657450338701445
234.0,1132.6137544998974,1132.6137544998974,149.73704800105833,149.73704800105833,18.71713100013229,61,0.740701381509033,0.17003188097768332,0.5706695005313497,1.0,0.9567745785857421
235.0,493.88961388934786,208.25159606883048,149.82336447602057,149.82336447602057,18.72792055950257,59,0.7428571428571429,0.17142857142857143,0.5714285714285714,1.0,0.9538218895487243
236.0,907.4362198863771,100.05776457376471,149.6938386193738,149.6938386193738,18.711729827421724,59,0.7415611814345991,0.1719409282700422,0.569620253164557,1.0,0.9547016612227816
237.0,468.22645274903266,468.22645274903266,150.31441525156455,150.31441525156458,18.789301906445573,58,0.7423764458464774,0.17139852786540483,0.5709779179810726,1.0,0.9459076902802642
238.0,878.2984823837332,878.2984823837332,149.53827657443782,149.53827657443784,18.69228457180473,59,0.7410901467505241,0.1708595387840671,0.570230607966457,1.0,0.9543482636562197
239.0,2249.8446449565968,1364.303457534959,149.0955596702528,149.0955596702528,18.6369449587816,61,0.7385416666666667,0.17083333333333334,0.5677083333333334,1.0,0.9587792067407951
240.0,100.11107738428859,100.11107738428859,148.20776188197024,148.20776188197024,18.52597023524628,63,0.7372793354101765,0.1703011422637591,0.5669781931464174,1.0,0.9690696573441693
241.0,1018.1158228738705,898.8347142301338,149.10282456761922,149.10282456761925,18.637853070952406,64,0.7365702479338843,0.17045454545454544,0.5661157024793388,1.0,0.9567230022045886
242.0,728.8105603071856,575.385531911072,147.98583608572062,147.98583608572062,18.498229510715078,62,0.7397119341563786,0.17078189300411523,0.5689300411522634,1.0,0.9680191792556937
243.0,510.210747538209,233.29441092248194,148.64346591383335,148.64346591383335,18.58043323922917,61,0.7407786885245902,0.1711065573770492,0.569672131147541,1.0,0.9597657993956532
244.0,856.9025213733712,668.9559347139588,147.64390240116776,147.6439024011678,18.455487800145974,64,0.7380224260958206,0.1712538226299694,0.5667686034658511,1.0,0.9733115043993987
245.0,1108.7506833426492,1108.7506833426492,148.8699009125091,148.8699009125091,18.60873761406364,66,0.7363083164300203,0.17038539553752535,0.565922920892495,1.0,0.9561668794118329
246.0,919.324558992824,339.3340848622681,148.35967513648416,148.35967513648413,18.544959392060516,66,0.7366296670030272,0.1715438950554995,0.5650857719475277,1.0,0.9656561810009026
247.0,811.3292438020043,580.3883395528545,149.59720782410562,149.59720782410562,18.699650978013203,64,0.738430583501006,0.1720321931589537,0.5663983903420523,1.0,0.9485171648203328
248.0,151.26522706533135,60.95159559954366,148.6570390863049,148.65703908630493,18.582129885788117,64,0.7389558232931727,0.17269076305220885,0.5662650602409639,1.0,0.9587162493751415
